Site,Date,method,Net,Tier,IndTier,ShellHeight,Trial
Peters,11/2/21,Dremmel,57,100,,78,earhung
Peters,11/2/21,Dremmel,57,101,,82,earhung
Peters,11/2/21,Dremmel,57,102,,78,earhung
Peters,11/2/21,Dremmel,57,103,,73,earhung
Peters,11/2/21,Dremmel,57,104,,72,earhung
Peters,11/2/21,Dremmel,57,105,,68,earhung
Peters,11/2/21,Dremmel,57,106,,68,earhung
Peters,11/2/21,Dremmel,57,107,,72,earhung
Peters,11/2/21,Dremmel,57,108,,80,earhung
Peters,11/2/21,Dremmel,57,109,,48,earhung
Peters,11/2/21,Dremmel,57,110,,74,earhung
Peters,11/2/21,Dremmel,57,111,,70,earhung
Peters,11/2/21,Dremmel,57,112,,73,earhung
Peters,11/2/21,Dremmel,57,113,,64,earhung
Peters,11/2/21,Dremmel,57,114,,73,earhung
Peters,11/2/21,Dremmel,57,115,,75,earhung
Peters,11/2/21,Dremmel,57,116,,68,earhung
Peters,11/2/21,Dremmel,57,117,,70,earhung
Peters,11/2/21,Dremmel,57,118,,77,earhung
Peters,11/2/21,Dremmel,57,119,,73,earhung
Peters,11/2/21,Dremmel,57,120,,80,earhung
Peters,11/2/21,Dremmel,57,121,,70,earhung
Peters,11/2/21,Dremmel,57,122,,70,earhung
Peters,11/2/21,Dremmel,57,123,,62,earhung
Peters,11/2/21,Dremmel,57,124,,83,earhung
Peters,11/2/21,Dremmel,57,125,,65,earhung
Peters,11/2/21,Dremmel,57,126,,74,earhung
Peters,11/2/21,Dremmel,57,127,,77,earhung
Peters,11/2/21,Dremmel,57,128,,65,earhung
Peters,11/2/21,Dremmel,57,129,,73,earhung
Peters,11/2/21,Dremmel,57,130,,68,earhung
Peters,11/2/21,Dremmel,57,131,,70,earhung
Peters,11/2/21,Dremmel,57,132,,73,earhung
Peters,11/2/21,Dremmel,57,133,,70,earhung
Peters,11/2/21,Dremmel,57,134,,77,earhung
Peters,11/2/21,Dremmel,57,135,,68,earhung
Peters,11/2/21,Dremmel,57,136,,79,earhung
deKoning,8/26/21,Hamade,68,1,,64,earhung
deKoning,8/26/21,Hamade,68,2,,52,earhung
deKoning,8/26/21,Hamade,68,3,,63,earhung
deKoning,8/26/21,Hamade,68,4,,61,earhung
deKoning,8/26/21,Hamade,68,5,,67,earhung
deKoning,8/26/21,Hamade,68,6,,51,earhung
deKoning,8/26/21,Hamade,68,7,,55,earhung
deKoning,8/26/21,Hamade,68,8,,64,earhung
deKoning,8/26/21,Hamade,68,9,,62,earhung
deKoning,8/26/21,Hamade,68,10,,59,earhung
deKoning,8/26/21,Hamade,68,11,,61,earhung
deKoning,8/26/21,Hamade,68,12,,52,earhung
deKoning,8/26/21,Hamade,68,13,,67,earhung
deKoning,8/26/21,Hamade,68,14,,60,earhung
deKoning,8/26/21,Hamade,68,15,,56,earhung
deKoning,8/26/21,Hamade,68,16,,67,earhung
deKoning,8/26/21,Hamade,68,17,,69,earhung
deKoning,8/26/21,Hamade,68,18,,71,earhung
deKoning,8/26/21,Hamade,68,19,,62,earhung
deKoning,8/26/21,Hamade,68,20,,69,earhung
deKoning,8/26/21,Hamade,68,21,,71,earhung
deKoning,8/26/21,Hamade,68,22,,59,earhung
deKoning,8/26/21,Hamade,68,23,,61,earhung
deKoning,8/26/21,Hamade,68,24,,66,earhung
deKoning,8/26/21,Hamade,68,25,,74,earhung
deKoning,8/26/21,Hamade,68,26,,75,earhung
deKoning,8/26/21,Hamade,68,27,,71,earhung
deKoning,8/26/21,Hamade,68,28,,68,earhung
deKoning,8/26/21,Hamade,68,29,,73,earhung
deKoning,8/26/21,Hamade,68,30,,67,earhung
deKoning,8/26/21,Hamade,68,31,,74,earhung
deKoning,8/26/21,Hamade,68,32,,69,earhung
deKoning,8/26/21,Hamade,68,33,,71,earhung
deKoning,8/26/21,Hamade,68,34,,70,earhung
deKoning,8/26/21,Hamade,68,35,,75,earhung
deKoning,8/26/21,Hamade,68,36,,71,earhung
deKoning,8/26/21,Hamade,68,37,,70,earhung
deKoning,8/26/21,Hamade,68,38,,72,earhung
deKoning,8/26/21,Hamade,68,39,,73,earhung
deKoning,8/26/21,Hamade,68,40,,71,earhung
deKoning,8/26/21,Hamade,68,41,,69,earhung
deKoning,8/26/21,Hamade,68,42,,65,earhung
deKoning,8/26/21,Hamade,68,43,,72,earhung
deKoning,8/26/21,Hamade,68,44,,75,earhung
deKoning,8/26/21,Hamade,68,45,,72,earhung
deKoning,8/26/21,Hamade,68,46,,68,earhung
deKoning,8/26/21,Hamade,68,47,,71,earhung
deKoning,8/26/21,Hamade,68,48,,71,earhung
deKoning,8/26/21,Hamade,68,49,,82,earhung
deKoning,8/26/21,Hamade,68,50,,64,earhung
deKoning,8/26/21,Hamade,68,51,,65,earhung
deKoning,8/26/21,Hamade,68,52,,77,earhung
deKoning,8/26/21,Hamade,68,53,,75,earhung
deKoning,8/26/21,Hamade,68,54,,72,earhung
deKoning,8/26/21,Hamade,68,55,,81,earhung
deKoning,8/26/21,Hamade,68,56,,63,earhung
deKoning,8/26/21,Hamade,68,57,,65,earhung
deKoning,8/26/21,Hamade,68,58,,74,earhung
deKoning,8/26/21,Hamade,68,59,,74,earhung
deKoning,8/26/21,Hamade,68,60,,79,earhung
deKoning,8/26/21,Hamade,41,1,,63,earhung
deKoning,8/26/21,Hamade,41,2,,72,earhung
deKoning,8/26/21,Hamade,41,3,,75,earhung
deKoning,8/26/21,Hamade,41,4,,70,earhung
deKoning,8/26/21,Hamade,41,5,,72,earhung
deKoning,8/26/21,Hamade,41,6,,70,earhung
deKoning,8/26/21,Hamade,41,7,,66,earhung
deKoning,8/26/21,Hamade,41,8,,68,earhung
deKoning,8/26/21,Hamade,41,9,,80,earhung
deKoning,8/26/21,Hamade,41,10,,67,earhung
deKoning,8/26/21,Hamade,41,11,,72,earhung
deKoning,8/26/21,Hamade,41,12,,70,earhung
deKoning,8/26/21,Hamade,41,13,,78,earhung
deKoning,8/26/21,Hamade,41,14,,65,earhung
deKoning,8/26/21,Hamade,41,15,,69,earhung
deKoning,8/26/21,Hamade,41,16,,70,earhung
deKoning,8/26/21,Hamade,41,17,,78,earhung
deKoning,8/26/21,Hamade,41,18,,79,earhung
deKoning,8/26/21,Hamade,41,19,,71,earhung
deKoning,8/26/21,Hamade,41,20,,78,earhung
deKoning,8/26/21,Hamade,41,21,,74,earhung
deKoning,8/26/21,Hamade,41,22,,70,earhung
deKoning,8/26/21,Hamade,41,23,,66,earhung
deKoning,8/26/21,Hamade,41,24,,76,earhung
deKoning,8/26/21,Hamade,41,25,,76,earhung
deKoning,8/26/21,Hamade,41,26,,69,earhung
deKoning,8/26/21,Hamade,41,27,,78,earhung
deKoning,8/26/21,Hamade,41,28,,72,earhung
deKoning,8/26/21,Hamade,41,29,,65,earhung
deKoning,8/26/21,Hamade,41,30,,78,earhung
deKoning,8/26/21,Hamade,41,31,,71,earhung
deKoning,8/26/21,Hamade,41,32,,77,earhung
deKoning,8/26/21,Hamade,41,33,,75,earhung
deKoning,8/26/21,Hamade,41,34,,72,earhung
deKoning,8/26/21,Hamade,41,35,,72,earhung
deKoning,8/26/21,Hamade,41,36,,73,earhung
deKoning,8/26/21,Hamade,41,37,,66,earhung
deKoning,8/26/21,Hamade,41,38,,67,earhung
deKoning,8/26/21,Hamade,41,39,,77,earhung
deKoning,8/26/21,Hamade,41,40,,73,earhung
deKoning,8/26/21,Hamade,41,41,,66,earhung
deKoning,8/26/21,Hamade,41,42,,71,earhung
deKoning,8/26/21,Hamade,41,43,,69,earhung
deKoning,8/26/21,Hamade,41,44,,74,earhung
deKoning,8/26/21,Hamade,41,45,,71,earhung
deKoning,8/26/21,Hamade,41,46,,60,earhung
deKoning,8/26/21,Hamade,41,47,,68,earhung
deKoning,8/26/21,Hamade,41,48,,69,earhung
deKoning,8/26/21,Hamade,41,49,,70,earhung
deKoning,8/26/21,Hamade,41,50,,66,earhung
deKoning,8/26/21,Hamade,41,51,,81,earhung
deKoning,8/26/21,Hamade,41,52,,68,earhung
deKoning,8/26/21,Hamade,41,53,,71,earhung
deKoning,8/26/21,Hamade,41,54,,79,earhung
deKoning,8/26/21,Hamade,41,55,,69,earhung
deKoning,8/26/21,Hamade,41,56,,82,earhung
deKoning,8/26/21,Hamade,41,57,,70,earhung
deKoning,8/26/21,Hamade,41,58,,73,earhung
deKoning,8/26/21,Hamade,41,59,,75,earhung
deKoning,8/26/21,Hamade,41,60,,68,earhung
deKoning,8/26/21,Hamade,41,61,,75,earhung
deKoning,8/26/21,Hamade,41,62,,70,earhung
deKoning,8/26/21,Hamade,41,63,,77,earhung
deKoning,8/26/21,Hamade,41,64,,67,earhung
deKoning,8/26/21,Hamade,41,65,,75,earhung
deKoning,8/26/21,Hamade,41,66,,74,earhung
deKoning,8/26/21,Hamade,41,67,,58,earhung
deKoning,8/26/21,Hamade,41,68,,74,earhung
deKoning,8/26/21,Hamade,41,69,,81,earhung
deKoning,8/26/21,Hamade,41,70,,75,earhung
deKoning,8/26/21,Hamade,41,71,,70,earhung
deKoning,8/26/21,Hamade,41,72,,71,earhung
deKoning,8/26/21,Hamade,41,73,,72,earhung
deKoning,8/26/21,Hamade,41,74,,67,earhung
deKoning,8/26/21,Hamade,41,75,,68,earhung
deKoning,8/26/21,Hamade,41,76,,73,earhung
deKoning,8/26/21,Mutsu,67,1,,54,earhung
deKoning,8/26/21,Mutsu,67,2,,64,earhung
deKoning,8/26/21,Mutsu,67,3,,51,earhung
deKoning,8/26/21,Mutsu,67,4,,73,earhung
deKoning,8/26/21,Mutsu,67,5,,78,earhung
deKoning,8/26/21,Mutsu,67,6,,71,earhung
deKoning,8/26/21,Mutsu,67,7,,74,earhung
deKoning,8/26/21,Mutsu,67,8,,69,earhung
deKoning,8/26/21,Mutsu,67,9,,65,earhung
deKoning,8/26/21,Mutsu,67,10,,71,earhung
deKoning,8/26/21,Mutsu,67,11,,79,earhung
deKoning,8/26/21,Mutsu,67,12,,58,earhung
deKoning,8/26/21,Mutsu,67,13,,63,earhung
deKoning,8/26/21,Mutsu,67,14,,78,earhung
deKoning,8/26/21,Mutsu,67,15,,74,earhung
deKoning,8/26/21,Mutsu,67,16,,78,earhung
deKoning,8/26/21,Mutsu,67,17,,73,earhung
deKoning,8/26/21,Mutsu,67,18,,80,earhung
deKoning,8/26/21,Mutsu,67,19,,69,earhung
deKoning,8/26/21,Mutsu,67,20,,69,earhung
deKoning,8/26/21,Mutsu,67,21,,74,earhung
deKoning,8/26/21,Mutsu,67,22,,66,earhung
deKoning,8/26/21,Mutsu,67,23,,74,earhung
deKoning,8/26/21,Mutsu,67,24,,71,earhung
deKoning,8/26/21,Mutsu,67,25,,74,earhung
deKoning,8/26/21,Mutsu,67,26,,79,earhung
deKoning,8/26/21,Mutsu,67,27,,79,earhung
deKoning,8/26/21,Mutsu,67,28,,74,earhung
deKoning,8/26/21,Mutsu,67,29,,71,earhung
deKoning,8/26/21,Mutsu,67,30,,76,earhung
deKoning,8/26/21,Mutsu,67,31,,79,earhung
deKoning,8/26/21,Mutsu,67,32,,73,earhung
deKoning,8/26/21,Mutsu,67,33,,70,earhung
deKoning,8/26/21,Mutsu,67,34,,73,earhung
deKoning,8/26/21,Mutsu,67,35,,66,earhung
deKoning,8/26/21,Mutsu,67,36,,76,earhung
deKoning,8/26/21,Mutsu,67,37,,70,earhung
deKoning,8/26/21,Mutsu,67,38,,75,earhung
deKoning,8/26/21,Mutsu,67,39,,78,earhung
deKoning,8/26/21,Mutsu,67,40,,75,earhung
deKoning,11/11/21,Hamade,68,1,,45,earhung
deKoning,11/11/21,Hamade,68,2,,80,earhung
deKoning,11/11/21,Hamade,68,3,,84,earhung
deKoning,11/11/21,Hamade,68,4,,83,earhung
deKoning,11/11/21,Hamade,68,5,,83,earhung
deKoning,11/11/21,Hamade,68,6,,68,earhung
deKoning,11/11/21,Hamade,68,7,,,earhung
deKoning,11/11/21,Hamade,68,8,,74,earhung
deKoning,11/11/21,Hamade,68,9,,,earhung
deKoning,11/11/21,Hamade,68,10,,78,earhung
deKoning,11/11/21,Hamade,68,11,,92,earhung
deKoning,11/11/21,Hamade,68,12,,89,earhung
deKoning,11/11/21,Hamade,68,13,,76,earhung
deKoning,11/11/21,Hamade,68,14,,74,earhung
deKoning,11/11/21,Hamade,68,15,,79,earhung
deKoning,11/11/21,Hamade,68,16,,75,earhung
deKoning,11/11/21,Hamade,68,17,,72,earhung
deKoning,11/11/21,Hamade,68,18,,84,earhung
deKoning,11/11/21,Hamade,68,19,,81,earhung
deKoning,11/11/21,Hamade,68,20,,88,earhung
deKoning,11/11/21,Hamade,68,21,,68,earhung
deKoning,11/11/21,Hamade,68,22,,70,earhung
deKoning,11/11/21,Hamade,68,23,,88,earhung
deKoning,11/11/21,Hamade,68,24,,71,earhung
deKoning,11/11/21,Hamade,68,25,,73,earhung
deKoning,11/11/21,Hamade,68,26,,70,earhung
deKoning,11/11/21,Hamade,68,27,,76,earhung
deKoning,11/11/21,Hamade,68,28,,77,earhung
deKoning,11/11/21,Hamade,68,29,,82,earhung
deKoning,11/11/21,Hamade,68,30,,70,earhung
deKoning,11/11/21,Hamade,68,31,,84,earhung
deKoning,11/11/21,Hamade,68,32,,70,earhung
deKoning,11/11/21,Hamade,68,33,,82,earhung
deKoning,11/11/21,Hamade,68,34,,,earhung
deKoning,11/11/21,Hamade,68,35,,93,earhung
deKoning,11/11/21,Hamade,68,36,,85,earhung
deKoning,11/11/21,Hamade,68,37,,,earhung
deKoning,11/11/21,Hamade,68,38,,87,earhung
deKoning,11/11/21,Hamade,68,39,,85,earhung
deKoning,11/11/21,Hamade,68,40,,76,earhung
deKoning,11/11/21,Hamade,68,41,,85,earhung
deKoning,11/11/21,Hamade,68,42,,76,earhung
deKoning,11/11/21,Hamade,68,43,,84,earhung
deKoning,11/11/21,Hamade,68,44,,73,earhung
deKoning,11/11/21,Hamade,68,45,,73,earhung
deKoning,11/11/21,Hamade,68,46,,84,earhung
deKoning,11/11/21,Hamade,68,47,,,earhung
deKoning,11/11/21,Hamade,68,48,,82,earhung
deKoning,11/11/21,Hamade,68,49,,85,earhung
deKoning,11/11/21,Hamade,68,50,,79,earhung
deKoning,11/11/21,Hamade,68,51,,81,earhung
deKoning,11/11/21,Hamade,68,52,,79,earhung
deKoning,11/11/21,Hamade,68,53,,81,earhung
deKoning,11/11/21,Hamade,68,54,,75,earhung
deKoning,11/11/21,Hamade,68,55,,90,earhung
deKoning,11/11/21,Hamade,68,56,,83,earhung
deKoning,11/11/21,Hamade,68,57,,64,earhung
deKoning,11/11/21,Hamade,68,58,,75,earhung
deKoning,11/11/21,Hamade,68,59,,69,earhung
deKoning,11/11/21,Hamade,68,60,,70,earhung
deKoning,11/11/21,Hamade,41,1,,85,earhung
deKoning,11/11/21,Hamade,41,2,,80,earhung
deKoning,11/11/21,Hamade,41,3,,73,earhung
deKoning,11/11/21,Hamade,41,4,,81,earhung
deKoning,11/11/21,Hamade,41,5,,77,earhung
deKoning,11/11/21,Hamade,41,6,,88,earhung
deKoning,11/11/21,Hamade,41,7,,80,earhung
deKoning,11/11/21,Hamade,41,8,,85,earhung
deKoning,11/11/21,Hamade,41,9,,87,earhung
deKoning,11/11/21,Hamade,41,10,,83,earhung
deKoning,11/11/21,Hamade,41,11,,79,earhung
deKoning,11/11/21,Hamade,41,12,,78,earhung
deKoning,11/11/21,Hamade,41,13,,91,earhung
deKoning,11/11/21,Hamade,41,14,,81,earhung
deKoning,11/11/21,Hamade,41,15,,93,earhung
deKoning,11/11/21,Hamade,41,16,,80,earhung
deKoning,11/11/21,Hamade,41,17,,78,earhung
deKoning,11/11/21,Hamade,41,18,,92,earhung
deKoning,11/11/21,Hamade,41,19,,83,earhung
deKoning,11/11/21,Hamade,41,20,,84,earhung
deKoning,11/11/21,Hamade,41,21,,77,earhung
deKoning,11/11/21,Hamade,41,22,,87,earhung
deKoning,11/11/21,Hamade,41,23,,80,earhung
deKoning,11/11/21,Hamade,41,24,,82,earhung
deKoning,11/11/21,Hamade,41,25,,83,earhung
deKoning,11/11/21,Hamade,41,26,,80,earhung
deKoning,11/11/21,Hamade,41,27,,83,earhung
deKoning,11/11/21,Hamade,41,28,,87,earhung
deKoning,11/11/21,Hamade,41,29,,71,earhung
deKoning,11/11/21,Hamade,41,30,,84,earhung
deKoning,11/11/21,Hamade,41,31,,82,earhung
deKoning,11/11/21,Hamade,41,32,,91,earhung
deKoning,11/11/21,Hamade,41,33,,87,earhung
deKoning,11/11/21,Hamade,41,34,,91,earhung
deKoning,11/11/21,Hamade,41,35,,91,earhung
deKoning,11/11/21,Hamade,41,36,,68,earhung
deKoning,11/11/21,Hamade,41,37,,81,earhung
deKoning,11/11/21,Hamade,41,38,,86,earhung
deKoning,11/11/21,Hamade,41,39,,82,earhung
deKoning,11/11/21,Hamade,41,40,,87,earhung
deKoning,11/11/21,Hamade,41,41,,86,earhung
deKoning,11/11/21,Hamade,41,42,,82,earhung
deKoning,11/11/21,Hamade,41,43,,82,earhung
deKoning,11/11/21,Hamade,41,44,,85,earhung
deKoning,11/11/21,Hamade,41,45,,84,earhung
deKoning,11/11/21,Hamade,41,46,,90,earhung
deKoning,11/11/21,Hamade,41,47,,76,earhung
deKoning,11/11/21,Hamade,41,48,,73,earhung
deKoning,11/11/21,Hamade,41,49,,89,earhung
deKoning,11/11/21,Hamade,41,50,,82,earhung
deKoning,11/11/21,Hamade,41,51,,72,earhung
deKoning,11/11/21,Hamade,41,52,,81,earhung
deKoning,11/11/21,Hamade,41,53,,81,earhung
deKoning,11/11/21,Hamade,41,54,,84,earhung
deKoning,11/11/21,Hamade,41,55,,85,earhung
deKoning,11/11/21,Hamade,41,56,,73,earhung
deKoning,11/11/21,Hamade,41,57,,82,earhung
deKoning,11/11/21,Hamade,41,58,,87,earhung
deKoning,11/11/21,Hamade,41,59,,87,earhung
deKoning,11/11/21,Hamade,41,60,,,earhung
deKoning,11/11/21,Hamade,41,61,,83,earhung
deKoning,11/11/21,Hamade,41,62,,92,earhung
deKoning,11/11/21,Hamade,41,63,,87,earhung
deKoning,11/11/21,Hamade,41,64,,88,earhung
deKoning,11/11/21,Hamade,41,65,,72,earhung
deKoning,11/11/21,Hamade,41,66,,86,earhung
deKoning,11/11/21,Hamade,41,67,,66,earhung
deKoning,11/11/21,Hamade,41,68,,76,earhung
deKoning,11/11/21,Hamade,41,69,,79,earhung
deKoning,11/11/21,Hamade,41,70,,75,earhung
deKoning,11/11/21,Hamade,41,71,,77,earhung
deKoning,11/11/21,Hamade,41,72,,86,earhung
deKoning,11/11/21,Hamade,41,73,,77,earhung
deKoning,11/11/21,Hamade,41,74,,86,earhung
deKoning,11/11/21,Mutsu,67,1,,81,earhung
deKoning,11/11/21,Mutsu,67,2,,81,earhung
deKoning,11/11/21,Mutsu,67,3,,71,earhung
deKoning,11/11/21,Mutsu,67,4,,88,earhung
deKoning,11/11/21,Mutsu,67,5,,65,earhung
deKoning,11/11/21,Mutsu,67,6,,74,earhung
deKoning,11/11/21,Mutsu,67,7,,85,earhung
deKoning,11/11/21,Mutsu,67,8,,91,earhung
deKoning,11/11/21,Mutsu,67,9,,84,earhung
deKoning,11/11/21,Mutsu,67,10,,83,earhung
deKoning,11/11/21,Mutsu,67,11,,80,earhung
deKoning,11/11/21,Mutsu,67,12,,88,earhung
deKoning,11/11/21,Mutsu,67,13,,81,earhung
deKoning,11/11/21,Mutsu,67,14,,85,earhung
deKoning,11/11/21,Mutsu,67,15,,89,earhung
deKoning,11/11/21,Mutsu,67,16,,80,earhung
deKoning,11/11/21,Mutsu,67,17,,84,earhung
deKoning,11/11/21,Mutsu,67,18,,85,earhung
deKoning,11/11/21,Mutsu,67,19,,72,earhung
deKoning,11/11/21,Mutsu,67,20,,75,earhung
deKoning,11/11/21,Mutsu,67,21,,79,earhung
deKoning,11/11/21,Mutsu,67,22,,81,earhung
deKoning,11/11/21,Mutsu,67,23,,69,earhung
deKoning,11/11/21,Mutsu,67,24,,87,earhung
deKoning,11/11/21,Mutsu,67,25,,96,earhung
deKoning,11/11/21,Mutsu,67,26,,88,earhung
deKoning,11/11/21,Mutsu,67,27,,88,earhung
deKoning,11/11/21,Mutsu,67,28,,,earhung
deKoning,11/11/21,Mutsu,67,29,,77,earhung
deKoning,11/11/21,Mutsu,67,30,,75,earhung
deKoning,11/11/21,Mutsu,67,31,,82,earhung
deKoning,11/11/21,Mutsu,67,32,,68,earhung
deKoning,11/11/21,Mutsu,67,33,,75,earhung
deKoning,11/11/21,Mutsu,67,34,,89,earhung
deKoning,11/11/21,Mutsu,67,35,,,earhung
deKoning,11/11/21,Mutsu,67,36,,82,earhung
deKoning,11/11/21,Mutsu,67,37,,60,earhung
deKoning,11/11/21,Mutsu,67,38,,74,earhung
deKoning,11/11/21,Mutsu,67,39,,83,earhung
deKoning,11/11/21,Mutsu,67,40,,82,earhung
deKoning,11/11/21,Mutsu,67,41,,86,earhung
deKoning,11/11/21,Mutsu,67,42,,82,earhung
Peters,8/19/21,,60,1,10,68,net
Peters,8/19/21,,60,1,10,69,net
Peters,8/19/21,,60,1,10,63,net
Peters,8/19/21,,60,1,10,73,net
Peters,8/19/21,,60,2,10,68,net
Peters,8/19/21,,60,2,10,75,net
Peters,8/19/21,,60,2,10,57,net
Peters,8/19/21,,60,2,10,63,net
Peters,8/19/21,,60,3,10,67,net
Peters,8/19/21,,60,3,10,65,net
Peters,8/19/21,,60,3,10,71,net
Peters,8/19/21,,60,3,10,72,net
Peters,8/19/21,,60,4,10,63,net
Peters,8/19/21,,60,4,10,68,net
Peters,8/19/21,,60,4,10,66,net
Peters,8/19/21,,60,4,10,67,net
Peters,8/19/21,,60,5,10,58,net
Peters,8/19/21,,60,5,10,59,net
Peters,8/19/21,,60,5,10,64,net
Peters,8/19/21,,60,5,10,57,net
Peters,8/19/21,,60,6,10,67,net
Peters,8/19/21,,60,6,10,54,net
Peters,8/19/21,,60,6,10,64,net
Peters,8/19/21,,60,6,10,57,net
Peters,8/19/21,,60,7,10,60,net
Peters,8/19/21,,60,7,10,56,net
Peters,8/19/21,,60,7,10,64,net
Peters,8/19/21,,60,7,10,61,net
Peters,8/19/21,,60,8,10,65,net
Peters,8/19/21,,60,8,10,68,net
Peters,8/19/21,,60,8,10,69,net
Peters,8/19/21,,60,8,10,64,net
Peters,8/19/21,,60,9,10,66,net
Peters,8/19/21,,60,9,10,65,net
Peters,8/19/21,,60,9,10,62,net
Peters,8/19/21,,60,9,10,61,net
Peters,8/19/21,,60,10,10,65,net
Peters,8/19/21,,60,10,10,66,net
Peters,8/19/21,,60,10,10,64,net
Peters,8/19/21,,60,10,10,70,net
Peters,8/19/21,,58,1,10,62,net
Peters,8/19/21,,58,1,10,63,net
Peters,8/19/21,,58,1,10,66,net
Peters,8/19/21,,58,1,10,65,net
Peters,8/19/21,,58,2,10,69,net
Peters,8/19/21,,58,2,10,61,net
Peters,8/19/21,,58,2,10,57,net
Peters,8/19/21,,58,2,10,63,net
Peters,8/19/21,,58,3,10,64,net
Peters,8/19/21,,58,3,10,69,net
Peters,8/19/21,,58,3,10,66,net
Peters,8/19/21,,58,3,10,61,net
Peters,8/19/21,,58,4,10,61,net
Peters,8/19/21,,58,4,10,57,net
Peters,8/19/21,,58,4,10,69,net
Peters,8/19/21,,58,4,10,61,net
Peters,8/19/21,,58,5,10,73,net
Peters,8/19/21,,58,5,10,59,net
Peters,8/19/21,,58,5,10,62,net
Peters,8/19/21,,58,5,10,56,net
Peters,8/19/21,,58,6,10,73,net
Peters,8/19/21,,58,6,10,63,net
Peters,8/19/21,,58,6,10,67,net
Peters,8/19/21,,58,6,10,56,net
Peters,8/19/21,,58,7,10,55,net
Peters,8/19/21,,58,7,10,67,net
Peters,8/19/21,,58,7,10,69,net
Peters,8/19/21,,58,7,10,72,net
Peters,8/19/21,,58,8,10,74,net
Peters,8/19/21,,58,8,10,61,net
Peters,8/19/21,,58,8,10,66,net
Peters,8/19/21,,58,8,10,72,net
Peters,8/19/21,,58,9,10,77,net
Peters,8/19/21,,58,9,10,66,net
Peters,8/19/21,,58,9,10,65,net
Peters,8/19/21,,58,9,10,68,net
Peters,8/19/21,,58,10,10,64,net
Peters,8/19/21,,58,10,10,56,net
Peters,8/19/21,,58,10,10,65,net
Peters,8/19/21,,58,10,10,63,net
Peters,8/19/21,,59,1,10,64,net
Peters,8/19/21,,59,1,10,77,net
Peters,8/19/21,,59,1,10,71,net
Peters,8/19/21,,59,1,10,63,net
Peters,8/19/21,,59,2,10,62,net
Peters,8/19/21,,59,2,10,74,net
Peters,8/19/21,,59,2,10,70,net
Peters,8/19/21,,59,2,10,76,net
Peters,8/19/21,,59,3,10,67,net
Peters,8/19/21,,59,3,10,67,net
Peters,8/19/21,,59,3,10,65,net
Peters,8/19/21,,59,3,10,71,net
Peters,8/19/21,,59,4,10,63,net
Peters,8/19/21,,59,4,10,61,net
Peters,8/19/21,,59,4,10,67,net
Peters,8/19/21,,59,4,10,64,net
Peters,8/19/21,,59,5,10,63,net
Peters,8/19/21,,59,5,10,65,net
Peters,8/19/21,,59,5,10,73,net
Peters,8/19/21,,59,5,10,66,net
Peters,8/19/21,,59,6,10,59,net
Peters,8/19/21,,59,6,10,64,net
Peters,8/19/21,,59,6,10,78,net
Peters,8/19/21,,59,6,10,58,net
Peters,8/19/21,,59,7,10,62,net
Peters,8/19/21,,59,7,10,54,net
Peters,8/19/21,,59,7,10,67,net
Peters,8/19/21,,59,7,10,66,net
Peters,8/19/21,,59,8,10,64,net
Peters,8/19/21,,59,8,10,58,net
Peters,8/19/21,,59,8,10,71,net
Peters,8/19/21,,59,8,10,66,net
Peters,8/19/21,,59,9,10,68,net
Peters,8/19/21,,59,9,10,61,net
Peters,8/19/21,,59,9,10,69,net
Peters,8/19/21,,59,9,10,64,net
Peters,8/19/21,,59,10,10,58,net
Peters,8/19/21,,59,10,10,63,net
Peters,8/19/21,,59,10,10,66,net
Peters,8/19/21,,59,10,10,62,net
Peters,11/2/21,,60,1,10,78,net
Peters,11/2/21,,60,1,10,76,net
Peters,11/2/21,,60,1,10,74,net
Peters,11/2/21,,60,1,10,71,net
Peters,11/2/21,,60,2,10,76,net
Peters,11/2/21,,60,2,10,67,net
Peters,11/2/21,,60,2,10,74,net
Peters,11/2/21,,60,2,10,79,net
Peters,11/2/21,,60,3,10,63,net
Peters,11/2/21,,60,3,10,80,net
Peters,11/2/21,,60,3,10,79,net
Peters,11/2/21,,60,3,10,73,net
Peters,11/2/21,,60,4,10,71,net
Peters,11/2/21,,60,4,10,81,net
Peters,11/2/21,,60,4,10,76,net
Peters,11/2/21,,60,4,10,73,net
Peters,11/2/21,,60,5,10,68,net
Peters,11/2/21,,60,5,10,71,net
Peters,11/2/21,,60,5,10,70,net
Peters,11/2/21,,60,5,10,75,net
Peters,11/2/21,,60,6,10,68,net
Peters,11/2/21,,60,6,10,64,net
Peters,11/2/21,,60,6,10,72,net
Peters,11/2/21,,60,6,10,73,net
Peters,11/2/21,,60,7,10,76,net
Peters,11/2/21,,60,7,10,73,net
Peters,11/2/21,,60,7,10,68,net
Peters,11/2/21,,60,7,10,67,net
Peters,11/2/21,,60,8,10,61,net
Peters,11/2/21,,60,8,10,69,net
Peters,11/2/21,,60,8,10,79,net
Peters,11/2/21,,60,8,10,76,net
Peters,11/2/21,,60,9,10,67,net
Peters,11/2/21,,60,9,10,68,net
Peters,11/2/21,,60,9,10,71,net
Peters,11/2/21,,60,9,10,72,net
Peters,11/2/21,,60,10,10,71,net
Peters,11/2/21,,60,10,10,69,net
Peters,11/2/21,,60,10,10,79,net
Peters,11/2/21,,60,10,10,76,net
Peters,11/2/21,,58,1,10,73,net
