Site,Date,method,Net,Tier,IndTier,ShellHeight,Trial
Peters,8/3/21,,72,1,250,16,seed
Peters,8/3/21,,72,1,250,20,seed
Peters,8/3/21,,72,1,250,16,seed
Peters,8/3/21,,72,1,250,17,seed
Peters,8/3/21,,72,1,250,16,seed
Peters,8/3/21,,72,2,250,16,seed
Peters,8/3/21,,72,2,250,14,seed
Peters,8/3/21,,72,2,250,15,seed
Peters,8/3/21,,72,2,250,16,seed
Peters,8/3/21,,72,2,250,21,seed
Peters,8/3/21,,72,3,250,22,seed
Peters,8/3/21,,72,3,250,20,seed
Peters,8/3/21,,72,3,250,16,seed
Peters,8/3/21,,72,3,250,20,seed
Peters,8/3/21,,72,3,250,15,seed
Peters,8/3/21,,72,4,250,18,seed
Peters,8/3/21,,72,4,250,14,seed
Peters,8/3/21,,72,4,250,16,seed
Peters,8/3/21,,72,4,250,15,seed
Peters,8/3/21,,72,4,250,15,seed
Peters,8/3/21,,72,5,250,18,seed
Peters,8/3/21,,72,5,250,16,seed
Peters,8/3/21,,72,5,250,19,seed
Peters,8/3/21,,72,5,250,19,seed
Peters,8/3/21,,72,5,250,15,seed
Peters,8/3/21,,72,6,250,16,seed
Peters,8/3/21,,72,6,250,15,seed
Peters,8/3/21,,72,6,250,16,seed
Peters,8/3/21,,72,6,250,20,seed
Peters,8/3/21,,72,6,250,25,seed
Peters,8/3/21,,72,7,250,16,seed
Peters,8/3/21,,72,7,250,16,seed
Peters,8/3/21,,72,7,250,22,seed
Peters,8/3/21,,72,7,250,17,seed
Peters,8/3/21,,72,7,250,16,seed
Peters,8/3/21,,72,8,250,15,seed
Peters,8/3/21,,72,8,250,15,seed
Peters,8/3/21,,72,8,250,17,seed
Peters,8/3/21,,72,8,250,16,seed
Peters,8/3/21,,72,8,250,14,seed
Peters,8/3/21,,72,9,250,12,seed
Peters,8/3/21,,72,9,250,17,seed
Peters,8/3/21,,72,9,250,21,seed
Peters,8/3/21,,72,9,250,15,seed
Peters,8/3/21,,72,9,250,20,seed
Peters,8/3/21,,72,10,250,20,seed
Peters,8/3/21,,72,10,250,21,seed
Peters,8/3/21,,72,10,250,17,seed
Peters,8/3/21,,72,10,250,18,seed
Peters,8/3/21,,72,10,250,20,seed
Peters,8/3/21,,73,1,250,21,seed
Peters,8/3/21,,73,1,250,21,seed
Peters,8/3/21,,73,1,250,20,seed
Peters,8/3/21,,73,1,250,23,seed
Peters,8/3/21,,73,1,250,19,seed
Peters,8/3/21,,73,2,250,17,seed
Peters,8/3/21,,73,2,250,16,seed
Peters,8/3/21,,73,2,250,29,seed
Peters,8/3/21,,73,2,250,19,seed
Peters,8/3/21,,73,2,250,15,seed
Peters,8/3/21,,73,3,250,15,seed
Peters,8/3/21,,73,3,250,21,seed
Peters,8/3/21,,73,3,250,19,seed
Peters,8/3/21,,73,3,250,21,seed
Peters,8/3/21,,73,3,250,16,seed
Peters,8/3/21,,73,4,250,16,seed
Peters,8/3/21,,73,4,250,21,seed
Peters,8/3/21,,73,4,250,17,seed
Peters,8/3/21,,73,4,250,21,seed
Peters,8/3/21,,73,4,250,15,seed
Peters,8/3/21,,73,5,250,21,seed
Peters,8/3/21,,73,5,250,25,seed
Peters,8/3/21,,73,5,250,16,seed
Peters,8/3/21,,73,5,250,18,seed
Peters,8/3/21,,73,5,250,16,seed
Peters,8/3/21,,73,6,250,16,seed
Peters,8/3/21,,73,6,250,20,seed
Peters,8/3/21,,73,6,250,18,seed
Peters,8/3/21,,73,6,250,19,seed
Peters,8/3/21,,73,6,250,19,seed
Peters,8/3/21,,73,7,250,22,seed
Peters,8/3/21,,73,7,250,20,seed
Peters,8/3/21,,73,7,250,20,seed
Peters,8/3/21,,73,7,250,19,seed
Peters,8/3/21,,73,7,250,19,seed
Peters,8/3/21,,73,8,250,16,seed
Peters,8/3/21,,73,8,250,19,seed
Peters,8/3/21,,73,8,250,21,seed
Peters,8/3/21,,73,8,250,19,seed
Peters,8/3/21,,73,8,250,19,seed
Peters,8/3/21,,73,9,250,16,seed
Peters,8/3/21,,73,9,250,12,seed
Peters,8/3/21,,73,9,250,19,seed
Peters,8/3/21,,73,9,250,15,seed
Peters,8/3/21,,73,9,250,18,seed
Peters,8/3/21,,73,10,250,15,seed
Peters,8/3/21,,73,10,250,16,seed
Peters,8/3/21,,73,10,250,24,seed
Peters,8/3/21,,73,10,250,20,seed
Peters,8/3/21,,73,10,250,16,seed
Peters,8/3/21,,74,1,250,16,seed
Peters,8/3/21,,74,1,250,15,seed
Peters,8/3/21,,74,1,250,16,seed
Peters,8/3/21,,74,1,250,21,seed
Peters,8/3/21,,74,1,250,13,seed
Peters,8/3/21,,74,2,250,12,seed
Peters,8/3/21,,74,2,250,18,seed
Peters,8/3/21,,74,2,250,18,seed
Peters,8/3/21,,74,2,250,20,seed
Peters,8/3/21,,74,2,250,24,seed
Peters,8/3/21,,74,3,250,21,seed
Peters,8/3/21,,74,3,250,15,seed
Peters,8/3/21,,74,3,250,15,seed
Peters,8/3/21,,74,3,250,13,seed
Peters,8/3/21,,74,3,250,20,seed
Peters,8/3/21,,74,4,250,19,seed
Peters,8/3/21,,74,4,250,18,seed
Peters,8/3/21,,74,4,250,16,seed
Peters,8/3/21,,74,4,250,18,seed
Peters,8/3/21,,74,4,250,19,seed
Peters,8/3/21,,74,5,250,15,seed
Peters,8/3/21,,74,5,250,15,seed
Peters,8/3/21,,74,5,250,15,seed
Peters,8/3/21,,74,5,250,18,seed
Peters,8/3/21,,74,5,250,17,seed
Peters,8/3/21,,74,6,250,13,seed
Peters,8/3/21,,74,6,250,16,seed
Peters,8/3/21,,74,6,250,18,seed
Peters,8/3/21,,74,6,250,16,seed
Peters,8/3/21,,74,6,250,18,seed
Peters,8/3/21,,74,7,250,11,seed
Peters,8/3/21,,74,7,250,19,seed
Peters,8/3/21,,74,7,250,21,seed
Peters,8/3/21,,74,7,250,18,seed
Peters,8/3/21,,74,7,250,22,seed
Peters,8/3/21,,74,8,250,18,seed
Peters,8/3/21,,74,8,250,19,seed
Peters,8/3/21,,74,8,250,14,seed
Peters,8/3/21,,74,8,250,14,seed
Peters,8/3/21,,74,8,250,16,seed
Peters,8/3/21,,74,9,250,19,seed
Peters,8/3/21,,74,9,250,21,seed
Peters,8/3/21,,74,9,250,19,seed
Peters,8/3/21,,74,9,250,14,seed
Peters,8/3/21,,74,9,250,19,seed
Peters,8/3/21,,74,10,250,16,seed
Peters,8/3/21,,74,10,250,16,seed
Peters,8/3/21,,74,10,250,18,seed
Peters,8/3/21,,74,10,250,9,seed
Peters,8/3/21,,74,10,250,16,seed
Peters,8/3/21,,75,1,250,21,seed
Peters,8/3/21,,75,1,250,17,seed
Peters,8/3/21,,75,1,250,18,seed
Peters,8/3/21,,75,1,250,18,seed
Peters,8/3/21,,75,1,250,19,seed
Peters,8/3/21,,75,2,250,17,seed
Peters,8/3/21,,75,2,250,23,seed
Peters,8/3/21,,75,2,250,19,seed
Peters,8/3/21,,75,2,250,15,seed
Peters,8/3/21,,75,2,250,15,seed
Peters,8/3/21,,75,3,250,10,seed
Peters,8/3/21,,75,3,250,13,seed
Peters,8/3/21,,75,3,250,26,seed
Peters,8/3/21,,75,3,250,17,seed
Peters,8/3/21,,75,3,250,19,seed
Peters,8/3/21,,75,4,250,17,seed
Peters,8/3/21,,75,4,250,21,seed
Peters,8/3/21,,75,4,250,16,seed
Peters,8/3/21,,75,4,250,17,seed
Peters,8/3/21,,75,4,250,14,seed
Peters,8/3/21,,75,5,250,15,seed
Peters,8/3/21,,75,5,250,14,seed
Peters,8/3/21,,75,5,250,15,seed
Peters,8/3/21,,75,5,250,18,seed
Peters,8/3/21,,75,5,250,20,seed
Peters,8/3/21,,75,6,250,20,seed
Peters,8/3/21,,75,6,250,21,seed
Peters,8/3/21,,75,6,250,16,seed
Peters,8/3/21,,75,6,250,17,seed
Peters,8/3/21,,75,6,250,15,seed
Peters,8/3/21,,75,7,250,15,seed
Peters,8/3/21,,75,7,250,15,seed
Peters,8/3/21,,75,7,250,16,seed
Peters,8/3/21,,75,7,250,20,seed
Peters,8/3/21,,75,7,250,17,seed
Peters,8/3/21,,75,8,250,20,seed
Peters,8/3/21,,75,8,250,18,seed
Peters,8/3/21,,75,8,250,21,seed
Peters,8/3/21,,75,8,250,17,seed
Peters,8/3/21,,75,8,250,19,seed
Peters,8/3/21,,75,9,250,23,seed
Peters,8/3/21,,75,9,250,17,seed
Peters,8/3/21,,75,9,250,15,seed
Peters,8/3/21,,75,9,250,19,seed
Peters,8/3/21,,75,9,250,19,seed
Peters,8/3/21,,75,10,250,15,seed
Peters,8/3/21,,75,10,250,13,seed
Peters,8/3/21,,75,10,250,21,seed
Peters,8/3/21,,75,10,250,16,seed
Peters,8/3/21,,75,10,250,16,seed
Peters,11/2/21,,72,1,25,47,seed
Peters,11/2/21,,72,1,25,35,seed
Peters,11/2/21,,72,1,25,32,seed
Peters,11/2/21,,72,1,25,41,seed
Peters,11/2/21,,72,2,25,29,seed
Peters,11/2/21,,72,2,25,32,seed
Peters,11/2/21,,72,2,25,28,seed
Peters,11/2/21,,72,2,25,32,seed
Peters,11/2/21,,72,3,25,36,seed
Peters,11/2/21,,72,3,25,35,seed
Peters,11/2/21,,72,3,25,34,seed
Peters,11/2/21,,72,3,25,31,seed
Peters,11/2/21,,72,4,25,30,seed
Peters,11/2/21,,72,4,25,40,seed
Peters,11/2/21,,72,4,25,29,seed
Peters,11/2/21,,72,4,25,32,seed
Peters,11/2/21,,72,5,25,34,seed
Peters,11/2/21,,72,5,25,31,seed
Peters,11/2/21,,72,5,25,30,seed
Peters,11/2/21,,72,5,25,29,seed
Peters,11/2/21,,72,6,25,32,seed
Peters,11/2/21,,72,6,25,36,seed
Peters,11/2/21,,72,6,25,31,seed
Peters,11/2/21,,72,6,25,32,seed
Peters,11/2/21,,72,7,25,33,seed
Peters,11/2/21,,72,7,25,31,seed
Peters,11/2/21,,72,7,25,32,seed
Peters,11/2/21,,72,7,25,29,seed
Peters,11/2/21,,72,8,25,32,seed
Peters,11/2/21,,72,8,25,32,seed
Peters,11/2/21,,72,8,25,31,seed
Peters,11/2/21,,72,8,25,30,seed
Peters,11/2/21,,72,9,25,30,seed
Peters,11/2/21,,72,9,25,35,seed
Peters,11/2/21,,72,9,25,35,seed
Peters,11/2/21,,72,9,25,31,seed
Peters,11/2/21,,72,10,25,31,seed
Peters,11/2/21,,72,10,25,31,seed
Peters,11/2/21,,72,10,25,33,seed
Peters,11/2/21,,72,10,25,32,seed
Peters,11/2/21,,73,1,25,25,seed
Peters,11/2/21,,73,1,25,31,seed
Peters,11/2/21,,73,1,25,35,seed
Peters,11/2/21,,73,1,25,34,seed
Peters,11/2/21,,73,2,25,27,seed
Peters,11/2/21,,73,2,25,36,seed
Peters,11/2/21,,73,2,25,33,seed
Peters,11/2/21,,73,2,25,32,seed
Peters,11/2/21,,73,3,25,43,seed
Peters,11/2/21,,73,3,25,26,seed
Peters,11/2/21,,73,3,25,29,seed
Peters,11/2/21,,73,3,25,28,seed
Peters,11/2/21,,73,4,25,34,seed
Peters,11/2/21,,73,4,25,39,seed
Peters,11/2/21,,73,4,25,33,seed
Peters,11/2/21,,73,4,25,32,seed
Peters,11/2/21,,73,5,25,27,seed
Peters,11/2/21,,73,5,25,31,seed
Peters,11/2/21,,73,5,25,32,seed
Peters,11/2/21,,73,5,25,34,seed
Peters,11/2/21,,73,6,25,30,seed
Peters,11/2/21,,73,6,25,33,seed
Peters,11/2/21,,73,6,25,29,seed
Peters,11/2/21,,73,6,25,32,seed
Peters,11/2/21,,73,7,25,32,seed
Peters,11/2/21,,73,7,25,33,seed
Peters,11/2/21,,73,7,25,32,seed
Peters,11/2/21,,73,7,25,29,seed
Peters,11/2/21,,73,8,25,36,seed
Peters,11/2/21,,73,8,25,32,seed
Peters,11/2/21,,73,8,25,32,seed
Peters,11/2/21,,73,8,25,30,seed
Peters,11/2/21,,73,9,25,32,seed
Peters,11/2/21,,73,9,25,30,seed
Peters,11/2/21,,73,9,25,33,seed
Peters,11/2/21,,73,9,25,32,seed
Peters,11/2/21,,73,10,25,36,seed
Peters,11/2/21,,73,10,25,38,seed
Peters,11/2/21,,73,10,25,35,seed
Peters,11/2/21,,73,10,25,31,seed
Peters,11/2/21,,75,1,25,30,seed
Peters,11/2/21,,75,1,25,36,seed
Peters,11/2/21,,75,1,25,32,seed
Peters,11/2/21,,75,1,25,33,seed
Peters,11/2/21,,75,2,25,36,seed
Peters,11/2/21,,75,2,25,34,seed
Peters,11/2/21,,75,2,25,29,seed
Peters,11/2/21,,75,2,25,34,seed
Peters,11/2/21,,75,3,25,34,seed
Peters,11/2/21,,75,3,25,33,seed
Peters,11/2/21,,75,3,25,36,seed
Peters,11/2/21,,75,3,25,31,seed
Peters,11/2/21,,75,4,25,32,seed
Peters,11/2/21,,75,4,25,37,seed
Peters,11/2/21,,75,4,25,29,seed
Peters,11/2/21,,75,4,25,33,seed
Peters,11/2/21,,75,5,25,36,seed
Peters,11/2/21,,75,5,25,35,seed
Peters,11/2/21,,75,5,25,31,seed
Peters,11/2/21,,75,5,25,31,seed
Peters,11/2/21,,75,6,25,28,seed
Peters,11/2/21,,75,6,25,29,seed
Peters,11/2/21,,75,6,25,32,seed
Peters,11/2/21,,75,6,25,26,seed
Peters,11/2/21,,75,7,25,32,seed
Peters,11/2/21,,75,7,25,36,seed
Peters,11/2/21,,75,7,25,31,seed
Peters,11/2/21,,75,7,25,34,seed
Peters,11/2/21,,75,8,25,31,seed
Peters,11/2/21,,75,8,25,37,seed
Peters,11/2/21,,75,8,25,33,seed
Peters,11/2/21,,75,8,25,32,seed
Peters,11/2/21,,75,9,25,31,seed
Peters,11/2/21,,75,9,25,34,seed
Peters,11/2/21,,75,9,25,30,seed
Peters,11/2/21,,75,9,25,35,seed
Peters,11/2/21,,75,10,25,32,seed
Peters,11/2/21,,75,10,25,31,seed
Peters,11/2/21,,75,10,25,36,seed
Peters,11/2/21,,75,10,25,36,seed
Peters,11/2/21,,74,1,25,38,seed
Peters,11/2/21,,74,1,25,36,seed
Peters,11/2/21,,74,1,25,26,seed
Peters,11/2/21,,74,1,25,29,seed
Peters,11/2/21,,74,2,25,31,seed
Peters,11/2/21,,74,2,25,33,seed
Peters,11/2/21,,74,2,25,32,seed
Peters,11/2/21,,74,2,25,31,seed
Peters,11/2/21,,74,3,25,35,seed
Peters,11/2/21,,74,3,25,34,seed
Peters,11/2/21,,74,3,25,33,seed
Peters,11/2/21,,74,3,25,29,seed
Peters,11/2/21,,74,4,25,28,seed
Peters,11/2/21,,74,4,25,33,seed
Peters,11/2/21,,74,4,25,31,seed
Peters,11/2/21,,74,4,25,32,seed
Peters,11/2/21,,74,5,25,29,seed
Peters,11/2/21,,74,5,25,34,seed
Peters,11/2/21,,74,5,25,32,seed
Peters,11/2/21,,74,5,25,28,seed
Peters,11/2/21,,74,6,25,35,seed
Peters,11/2/21,,74,6,25,31,seed
Peters,11/2/21,,74,6,25,29,seed
Peters,11/2/21,,74,6,25,33,seed
Peters,11/2/21,,74,7,25,31,seed
Peters,11/2/21,,74,7,25,34,seed
Peters,11/2/21,,74,7,25,31,seed
Peters,11/2/21,,74,7,25,30,seed
Peters,11/2/21,,74,8,25,27,seed
Peters,11/2/21,,74,8,25,36,seed
Peters,11/2/21,,74,8,25,33,seed
Peters,11/2/21,,74,8,25,34,seed
Peters,11/2/21,,74,9,25,31,seed
Peters,11/2/21,,74,9,25,34,seed
Peters,11/2/21,,74,9,25,32,seed
Peters,11/2/21,,74,9,25,33,seed
Peters,11/2/21,,74,10,25,31,seed
Peters,11/2/21,,74,10,25,34,seed
Peters,11/2/21,,74,10,25,31,seed
Peters,11/2/21,,74,10,25,36,seed
deKoning,8/26/21,,66,1,100,27,seed
deKoning,8/26/21,,66,1,100,27,seed
deKoning,8/26/21,,66,1,100,25,seed
deKoning,8/26/21,,66,1,100,32,seed
deKoning,8/26/21,,66,1,100,35,seed
deKoning,8/26/21,,66,2,100,28,seed
deKoning,8/26/21,,66,2,100,28,seed
deKoning,8/26/21,,66,2,100,26,seed
deKoning,8/26/21,,66,2,100,31,seed
deKoning,8/26/21,,66,2,100,31,seed
deKoning,8/26/21,,66,3,100,32,seed
deKoning,8/26/21,,66,3,100,27,seed
deKoning,8/26/21,,66,3,100,35,seed
deKoning,8/26/21,,66,3,100,30,seed
deKoning,8/26/21,,66,3,100,26,seed
deKoning,8/26/21,,66,4,100,34,seed
deKoning,8/26/21,,66,4,100,37,seed
deKoning,8/26/21,,66,4,100,29,seed
deKoning,8/26/21,,66,4,100,24,seed
deKoning,8/26/21,,66,4,100,38,seed
deKoning,8/26/21,,66,5,100,33,seed
deKoning,8/26/21,,66,5,100,32,seed
deKoning,8/26/21,,66,5,100,29,seed
deKoning,8/26/21,,66,5,100,32,seed
deKoning,8/26/21,,66,5,100,23,seed
deKoning,8/26/21,,66,6,100,24,seed
deKoning,8/26/21,,66,6,100,37,seed
deKoning,8/26/21,,66,6,100,38,seed
deKoning,8/26/21,,66,6,100,22,seed
deKoning,8/26/21,,66,6,100,26,seed
deKoning,8/26/21,,66,7,100,24,seed
deKoning,8/26/21,,66,7,100,38,seed
deKoning,8/26/21,,66,7,100,24,seed
deKoning,8/26/21,,66,7,100,23,seed
deKoning,8/26/21,,66,7,100,23,seed
deKoning,8/26/21,,42,1,100,30,seed
deKoning,8/26/21,,42,1,100,33,seed
deKoning,8/26/21,,42,1,100,25,seed
deKoning,8/26/21,,42,1,100,30,seed
deKoning,8/26/21,,42,2,100,30,seed
deKoning,8/26/21,,42,2,100,31,seed
deKoning,8/26/21,,42,2,100,24,seed
deKoning,8/26/21,,42,2,100,31,seed
deKoning,8/26/21,,42,3,100,27,seed
deKoning,8/26/21,,42,3,100,30,seed
deKoning,8/26/21,,42,3,100,23,seed
deKoning,8/26/21,,42,3,100,29,seed
deKoning,8/26/21,,42,4,100,32,seed
deKoning,8/26/21,,42,4,100,38,seed
deKoning,8/26/21,,42,4,100,30,seed
deKoning,8/26/21,,42,4,100,27,seed
deKoning,8/26/21,,42,5,100,31,seed
deKoning,8/26/21,,42,5,100,38,seed
deKoning,8/26/21,,42,5,100,41,seed
deKoning,8/26/21,,42,5,100,40,seed
deKoning,8/26/21,,42,6,100,38,seed
deKoning,8/26/21,,42,6,100,32,seed
deKoning,8/26/21,,42,6,100,29,seed
deKoning,8/26/21,,42,6,100,26,seed
deKoning,8/26/21,,42,7,100,35,seed
deKoning,8/26/21,,42,7,100,29,seed
deKoning,8/26/21,,42,7,100,43,seed
deKoning,8/26/21,,42,7,100,31,seed
deKoning,8/26/21,,42,8,100,28,seed
deKoning,8/26/21,,42,8,100,23,seed
deKoning,8/26/21,,42,8,100,37,seed
deKoning,8/26/21,,42,8,100,40,seed
deKoning,8/26/21,,42,9,100,31,seed
deKoning,8/26/21,,42,9,100,35,seed
deKoning,8/26/21,,42,9,100,36,seed
deKoning,8/26/21,,42,9,100,30,seed
deKoning,8/26/21,,42,10,100,29,seed
deKoning,8/26/21,,42,10,100,33,seed
deKoning,8/26/21,,42,10,100,28,seed
deKoning,8/26/21,,42,10,100,29,seed
deKoning,8/26/21,,69,1,100,33,seed
deKoning,8/26/21,,69,1,100,35,seed
deKoning,8/26/21,,69,1,100,36,seed
deKoning,8/26/21,,69,1,100,39,seed
deKoning,8/26/21,,69,2,100,26,seed
deKoning,8/26/21,,69,2,100,27,seed
deKoning,8/26/21,,69,2,100,35,seed
deKoning,8/26/21,,69,2,100,39,seed
deKoning,8/26/21,,69,3,100,40,seed
deKoning,8/26/21,,69,3,100,45,seed
deKoning,8/26/21,,69,3,100,32,seed
deKoning,8/26/21,,69,3,100,37,seed
deKoning,8/26/21,,69,4,100,29,seed
deKoning,8/26/21,,69,4,100,35,seed
deKoning,8/26/21,,69,4,100,36,seed
deKoning,8/26/21,,69,4,100,33,seed
deKoning,8/26/21,,69,5,100,34,seed
deKoning,8/26/21,,69,5,100,29,seed
deKoning,8/26/21,,69,5,100,34,seed
deKoning,8/26/21,,69,5,100,42,seed
deKoning,8/26/21,,69,6,100,37,seed
deKoning,8/26/21,,69,6,100,30,seed
deKoning,8/26/21,,69,6,100,33,seed
deKoning,8/26/21,,69,6,100,34,seed
deKoning,8/26/21,,69,7,100,42,seed
deKoning,8/26/21,,69,7,100,40,seed
deKoning,8/26/21,,69,7,100,35,seed
deKoning,8/26/21,,69,7,100,30,seed
deKoning,8/26/21,,69,8,100,27,seed
deKoning,8/26/21,,69,8,100,36,seed
deKoning,8/26/21,,69,8,100,29,seed
deKoning,8/26/21,,69,8,100,42,seed
deKoning,8/26/21,,69,9,100,43,seed
deKoning,8/26/21,,69,9,100,34,seed
deKoning,8/26/21,,69,9,100,29,seed
deKoning,8/26/21,,69,9,100,33,seed
deKoning,8/26/21,,69,10,100,31,seed
deKoning,8/26/21,,69,10,100,35,seed
deKoning,8/26/21,,69,10,100,34,seed
deKoning,8/26/21,,69,10,100,29,seed
deKoning,11/11/21,,66,1,25,52,seed
deKoning,11/11/21,,66,1,25,48,seed
deKoning,11/11/21,,66,1,25,52,seed
deKoning,11/11/21,,66,1,25,37,seed
deKoning,11/11/21,,66,2,25,44,seed
deKoning,11/11/21,,66,2,25,40,seed
deKoning,11/11/21,,66,2,25,42,seed
deKoning,11/11/21,,66,2,25,39,seed
deKoning,11/11/21,,66,3,25,39,seed
deKoning,11/11/21,,66,3,25,37,seed
deKoning,11/11/21,,66,3,25,39,seed
deKoning,11/11/21,,66,3,25,37,seed
deKoning,11/11/21,,66,4,25,43,seed
deKoning,11/11/21,,66,4,25,39,seed
deKoning,11/11/21,,66,4,25,42,seed
deKoning,11/11/21,,66,4,25,36,seed
deKoning,11/11/21,,66,5,25,30,seed
deKoning,11/11/21,,66,5,25,36,seed
deKoning,11/11/21,,66,5,25,41,seed
deKoning,11/11/21,,66,5,25,42,seed
deKoning,11/11/21,,66,6,25,42,seed
deKoning,11/11/21,,66,6,25,47,seed
deKoning,11/11/21,,66,6,25,40,seed
deKoning,11/11/21,,66,6,25,44,seed
deKoning,11/11/21,,66,7,25,35,seed
deKoning,11/11/21,,66,7,25,41,seed
deKoning,11/11/21,,66,7,25,46,seed
deKoning,11/11/21,,66,7,25,38,seed
deKoning,11/11/21,,66,8,25,40,seed
deKoning,11/11/21,,66,8,25,27,seed
deKoning,11/11/21,,66,8,25,33,seed
deKoning,11/11/21,,66,8,25,53,seed
deKoning,11/11/21,,66,9,25,45,seed
deKoning,11/11/21,,66,9,25,40,seed
deKoning,11/11/21,,66,9,25,37,seed
deKoning,11/11/21,,66,9,25,52,seed
deKoning,11/11/21,,66,10,25,47,seed
deKoning,11/11/21,,66,10,25,54,seed
deKoning,11/11/21,,66,10,25,45,seed
deKoning,11/11/21,,66,10,25,40,seed
deKoning,11/11/21,,42,1,25,54,seed
deKoning,11/11/21,,42,1,25,53,seed
deKoning,11/11/21,,42,1,25,51,seed
deKoning,11/11/21,,42,1,25,50,seed
deKoning,11/11/21,,42,2,25,44,seed
deKoning,11/11/21,,42,2,25,46,seed
deKoning,11/11/21,,42,2,25,52,seed
deKoning,11/11/21,,42,2,25,45,seed
deKoning,11/11/21,,42,3,25,45,seed
deKoning,11/11/21,,42,3,25,56,seed
deKoning,11/11/21,,42,3,25,45,seed
deKoning,11/11/21,,42,3,25,49,seed
deKoning,11/11/21,,42,4,25,40,seed
deKoning,11/11/21,,42,4,25,48,seed
deKoning,11/11/21,,42,4,25,48,seed
deKoning,11/11/21,,42,4,25,41,seed
deKoning,11/11/21,,42,5,25,45,seed
deKoning,11/11/21,,42,5,25,47,seed
deKoning,11/11/21,,42,5,25,47,seed
deKoning,11/11/21,,42,5,25,52,seed
deKoning,11/11/21,,42,6,25,37,seed
deKoning,11/11/21,,42,6,25,51,seed
deKoning,11/11/21,,42,6,25,52,seed
deKoning,11/11/21,,42,6,25,44,seed
deKoning,11/11/21,,42,7,25,56,seed
deKoning,11/11/21,,42,7,25,48,seed
deKoning,11/11/21,,42,7,25,45,seed
deKoning,11/11/21,,42,7,25,49,seed
deKoning,11/11/21,,42,8,25,43,seed
deKoning,11/11/21,,42,8,25,41,seed
deKoning,11/11/21,,42,8,25,53,seed
deKoning,11/11/21,,42,8,25,43,seed
deKoning,11/11/21,,42,9,25,40,seed
deKoning,11/11/21,,42,9,25,49,seed
deKoning,11/11/21,,42,9,25,44,seed
deKoning,11/11/21,,42,9,25,46,seed
deKoning,11/11/21,,42,10,25,41,seed
deKoning,11/11/21,,42,10,25,52,seed
deKoning,11/11/21,,42,10,25,44,seed
deKoning,11/11/21,,42,10,25,45,seed
deKoning,11/11/21,,69,1,25,47,seed
deKoning,11/11/21,,69,1,25,40,seed
deKoning,11/11/21,,69,1,25,54,seed
deKoning,11/11/21,,69,1,25,41,seed
deKoning,11/11/21,,69,2,25,50,seed
deKoning,11/11/21,,69,2,25,51,seed
deKoning,11/11/21,,69,2,25,49,seed
deKoning,11/11/21,,69,2,25,43,seed
deKoning,11/11/21,,69,3,25,57,seed
deKoning,11/11/21,,69,3,25,40,seed
deKoning,11/11/21,,69,3,25,47,seed
deKoning,11/11/21,,69,3,25,54,seed
deKoning,11/11/21,,69,4,25,50,seed
deKoning,11/11/21,,69,4,25,48,seed
deKoning,11/11/21,,69,4,25,43,seed
deKoning,11/11/21,,69,4,25,41,seed
deKoning,11/11/21,,69,5,25,40,seed
deKoning,11/11/21,,69,5,25,46,seed
deKoning,11/11/21,,69,5,25,40,seed
deKoning,11/11/21,,69,5,25,38,seed
deKoning,11/11/21,,69,6,25,36,seed
deKoning,11/11/21,,69,6,25,46,seed
deKoning,11/11/21,,69,6,25,38,seed
deKoning,11/11/21,,69,6,25,55,seed
deKoning,11/11/21,,69,7,25,36,seed
deKoning,11/11/21,,69,7,25,39,seed
deKoning,11/11/21,,69,7,25,48,seed
deKoning,11/11/21,,69,7,25,35,seed
deKoning,11/11/21,,69,8,25,33,seed
deKoning,11/11/21,,69,8,25,46,seed
deKoning,11/11/21,,69,8,25,44,seed
deKoning,11/11/21,,69,8,25,33,seed
deKoning,11/11/21,,69,9,25,45,seed
deKoning,11/11/21,,69,9,25,54,seed
deKoning,11/11/21,,69,9,25,46,seed
deKoning,11/11/21,,69,9,25,30,seed
deKoning,11/11/21,,69,10,25,38,seed
deKoning,11/11/21,,69,10,25,40,seed
deKoning,11/11/21,,69,10,25,36,seed
deKoning,11/11/21,,69,10,25,40,seed
Peters,8/9/21,Dremmel,55,1,,73,earhung
Peters,8/9/21,Dremmel,55,2,,56,earhung
Peters,8/9/21,Dremmel,55,3,,66,earhung
Peters,8/9/21,Dremmel,55,4,,,earhung
Peters,8/9/21,Dremmel,55,5,,60,earhung
Peters,8/9/21,Dremmel,55,6,,61,earhung
Peters,8/9/21,Dremmel,55,7,,54,earhung
Peters,8/9/21,Dremmel,55,8,,74,earhung
Peters,8/9/21,Dremmel,55,9,,49,earhung
Peters,8/9/21,Dremmel,55,10,,56,earhung
Peters,8/9/21,Dremmel,55,11,,57,earhung
Peters,8/9/21,Dremmel,55,12,,62,earhung
Peters,8/9/21,Dremmel,55,13,,61,earhung
Peters,8/9/21,Dremmel,55,14,,64,earhung
Peters,8/9/21,Dremmel,55,15,,67,earhung
Peters,8/9/21,Dremmel,55,16,,56,earhung
Peters,8/9/21,Dremmel,55,17,,61,earhung
Peters,8/9/21,Dremmel,55,18,,,earhung
Peters,8/9/21,Dremmel,55,19,,62,earhung
Peters,8/9/21,Dremmel,55,20,,67,earhung
Peters,8/9/21,Dremmel,55,21,,67,earhung
Peters,8/9/21,Dremmel,55,22,,66,earhung
Peters,8/9/21,Dremmel,55,23,,52,earhung
