"","cond((Int))","disp((Int))","cond(Month)","cond(Sh_Height)","cond(Trial)","AICc","df","logLik","AICc","delta","weight"
"4",-0.0962055945743643,"+","+",0.0306739264749573,NA,1603.22366344365,7,-794.40745215978,1603.22366344365,0,1
